3.8528,-2.6,2,2.3,7.2,7.7,2.2,-2.9,-0.9,8,8.9,2.2,-1.2,7.4,11.5,6.6,4.3,6.9,6.6,-0.7,2,5.6,8,3.1,2.4,13.6,15,-3.1,-21.9,-16,-0.7,4.2,0.6,-6.7,-8.7,-8.1,-2,24.2,29.6,5.7,-17.2,-17.9,5.9,15.8,17.6,1.7,-11.1,-13.9,4.5,0.9,-15.7,-14.1,17.7,30.6,46.1,10.1,-15.5,-17.1,8.5,67,51.9
3.853,-2.3,0.4,1.6,7.8,5.8,0.4,-3.9,0.9,7.7,8.6,3.1,-1.3,5.2,9.1,6.7,6.3,4.9,6.5,-0.2,1.7,4.2,8,2.9,0,15,15.6,-2.7,-19.6,-15.4,1.1,3.7,1.2,-6.5,-7.3,-7.1,-0.1,25,27.6,5.5,-17.7,-19,4.5,13.6,18.8,-1.7,-11.8,-13.6,4.1,2.1,-17.7,-14.1,15.1,27.4,38.7,11.5,-17.3,-19.2,9.3,66,51.6
3.8532,-2.5,0.3,-0.5,8,5.1,0.6,-5,1.6,5.8,7.8,1,-0.2,4.8,7.7,7,3.8,4.7,5.7,-2.2,0,4.1,6.6,1.3,-0.7,14,15.6,-2.8,-19,-13.8,2.6,5,2,-6.2,-7.3,-8.2,-0.9,25.7,26.2,4.2,-17.1,-16,7.1,13.5,18.4,-0.7,-11.5,-12.4,3.3,2.4,-14.8,-13.8,11.6,21.7,31.9,9.2,-17,-20.5,7.5,59.8,47.6
3.8534,-1,0.5,-1.8,8.3,6,2,-5,0.6,5.9,7.6,-0.1,-2.5,3.7,8.6,7.2,1.5,5.2,4.1,-2.4,0,6.5,6.4,1.8,-0.1,12.3,15.5,-1.4,-18.2,-12.1,0.4,5.4,-0.3,-6.2,-7.1,-9.3,-1,23.5,26,5.1,-18,-16.4,6.2,14.6,16,-1.9,-12,-14.5,2.9,2.4,-13.5,-15.7,7.1,14.3,22.6,8.3,-15.2,-17.6,2.5,51.6,39.9
3.8536,-0.6,1.7,0.7,8.3,5.7,0.1,-4.9,0.3,8.1,8,1.7,-3.1,4.7,7.7,6.4,3.6,3.6,3.7,-2.9,0.7,4.2,5.8,0.9,0.2,10.8,12.8,-2.9,-17.1,-12.5,-1.5,3.4,-2.3,-6.3,-8.1,-8.3,0.2,23.8,24.2,3.1,-18,-16.7,6,14.2,16.3,-1.2,-10.8,-12.4,4.3,4.6,-13.3,-16.4,-0.2,6.7,7.9,7.8,-14.2,-13.5,-1.8,42.9,35.5
3.8538,-1.2,1.1,0.5,8.1,4.1,-1.2,-5,0.2,9.1,7,1.3,-2.3,5.1,9,5.8,3.8,4.4,4,-2.3,-0.2,3.7,4,-1.7,-0.6,8.3,8.9,-4.7,-15.4,-10.6,-2.5,2.7,-1.9,-7,-9.8,-9,0.4,24.6,23,-0.3,-16.9,-13.4,9.8,14.5,15.6,-0.8,-12,-11.2,4.7,9.2,-8.9,-13.7,-6.1,0.8,-2.1,8.6,-8.5,-12.1,-4.1,30.2,30.9
3.854,-1.5,-1.3,-2.1,7.1,3.6,-0.1,-4.3,-0.5,8.7,6.5,0.1,-3.4,3.6,10.1,7,3.4,3.9,3.6,-3,0.2,4.7,3.4,-1.5,-0.7,7.3,6.4,-4,-11.3,-9.3,-2.8,1.1,-2.3,-6.5,-5.5,-6.4,1.4,22,19.7,-0.9,-16.8,-12.2,11.5,14.1,14.5,-3.6,-13.9,-10.2,4.2,11.2,-2.7,-13,-11.3,-4.4,-11.4,12.6,0,-9.6,-9.9,16,21
3.8542,-2.7,-0.8,-2.7,5.3,2.8,-1.5,-6.2,-0.3,6.5,7.2,0.9,-3.2,4.1,7.3,5,4.8,3.4,4.5,-3.4,0.3,5.5,6.3,0.3,1.8,8.2,8.3,-3.5,-8.4,-7.8,-0.7,1.7,-2.1,-4.9,-1.7,-2.7,1.1,19.4,12.9,-2.5,-16.8,-7.7,13.6,14.6,17.3,-0.7,-12.1,-6.1,6.4,13.9,3.9,-12.3,-14.1,-8.3,-22,20.3,8.6,-5.5,-17.3,2.2,13.4
3.8544,-4.9,0.3,-2.1,5.5,-0.5,-2,-5.9,-0.6,7.2,7.4,0.8,-4.5,3.2,5.9,3.3,4.9,4,4.8,-2.3,-0.6,6.7,7.1,-0.1,0,5.6,3.8,-5.6,-2.9,-0.6,-1,0,-11.2,-12.3,-5.3,-2.8,-0.1,17.5,10.6,-6.2,-17.8,-2.8,15.5,14.9,14.8,-1.4,-13.8,-5.2,9,12.9,10.7,-11.1,-46.9,-65.9,-102.2,29.5,18.9,0.1,-22.5,-5.7,12.6
3.8546,-5.3,0,-2.1,4.3,-0.7,-4,-7.8,-5,10.2,6.2,-0.7,-3.7,1,6.3,4.1,3.7,3.2,3.5,-4.6,2.7,6.5,6.7,-3.5,1.7,-6.5,-16.1,-12.7,10.5,6.2,-0.9,-2.6,-9.7,-7.6,-4.7,2.2,3.4,11,3.1,-13.1,-15.4,2.8,20.5,5.5,-3.1,-13.4,-14.9,-6.2,11.3,8.3,27.2,-11.8,-115.5,-181.8,-262.8,8.6,22.5,14.5,-34.6,-52.9,-23.3
3.8548,-2.1,-1.3,-3.7,-0.1,1.3,-8.4,-10.6,-2.3,7.4,5.4,-2.4,-3.6,-1,7.8,4.3,5.1,3,2.5,-5.4,4.2,8.2,9.3,-0.4,6.6,-7.3,-10.2,-7.9,18,7.5,2.4,0.7,-3.8,-6.3,0.1,6.5,3.1,11.8,-8.1,-23.5,-4.3,24.1,37.7,4.8,-1,-13.7,-7.6,-2.1,10.1,23.2,53.9,-14.8,-137.6,-214.5,-319.4,-47.5,7.1,27.4,-73.3,-176.7,-114.9
3.855,-2,0.9,-2,-0.4,-2.6,-4.2,-3.1,5.3,6.8,9.3,0.1,-4.9,0.4,9.6,7.8,4.1,5.8,4.2,-7.1,-3.9,6.4,8.1,0.7,-5.1,-23.1,-44.7,-16.5,24.2,32.3,0.2,-17.2,-86.7,-60.3,-13.7,14.8,7.6,22.4,2.1,-14.4,-1.8,28.7,42.2,11.7,-1.2,-12.1,2.8,26.2,36.3,25.5,60.5,-29.3,-163.2,-236.8,-362.4,-86.2,-13.4,33.3,-113.6,-271.6,-183.4
3.8552,-3.2,3.4,1.8,5.1,-2.3,3.3,2.4,4,8.1,10.3,7.7,0.2,0.6,5.3,8.9,0.8,11.8,6.5,0.8,2.9,3,11.3,-3.7,-15.5,-70.2,-149.7,-47.9,70.7,98.8,6.2,-43.5,-138.3,-54.4,-8.2,62.9,24.3,-9.9,-36.1,-23.8,1.8,9.9,-1.6,-35.2,-87.3,-37.4,2.5,53.8,58.9,-0.7,57.5,-39.5,-209,-320.3,-469.3,-84.4,10.8,59.3,-127,-316.1,-215.5
3.8554,-1.3,2.1,0.3,10.7,4.1,8.7,1.1,1.7,2.6,5.9,3.1,-2.4,-5.7,-0.7,5.5,5.7,13.3,6.6,12.7,16.3,0.7,13.3,6,-2.6,-90.5,-175.5,-50.7,117.7,117.8,-1.2,-44.2,-89.6,5.4,18.1,97.2,28,-65.6,-146.2,-96.7,24,27.2,-31.2,-97.3,-162.2,-53.3,-5.9,22.2,2.6,-41.8,24.7,-48,-201.7,-346.2,-485.3,-47.5,58.4,73.3,-152.8,-373.8,-235.1
3.8556,-0.4,1.4,0.4,7.1,2.3,15.1,4.2,0.9,-11.2,-3.6,-2.1,-1.7,-14.7,-7.3,-1.1,12.1,12.3,9,9.5,-0.4,-11.7,-6.4,9.5,19.1,-108.4,-189.8,-59.1,123.8,100.3,-26.8,-50.4,-118,-13.5,6.4,90.7,29.1,-103,-215.8,-143,19,23.8,-35.2,-110.4,-173.3,-61.1,-15.6,-4.8,-26.1,-91.8,-43.1,-63.8,-199.2,-364.2,-492.8,-72.6,4.5,34.4,-178.1,-427,-254.4
3.8558,-6.7,2.6,2.1,-6.8,-8.6,11.9,12.5,-5,-37,-17.9,7.3,17.3,-29.9,-33.1,-16.3,8.6,6.9,8.8,12.6,-23.9,-34.3,-42.8,-7.9,34.1,-123.7,-243.9,-86,150.2,140.9,-19,-67.3,-166.7,-25.2,-11.2,105.8,42.8,-149.4,-260.8,-155.6,1,-23.9,-77.4,-117.3,-201.2,-80.5,-26.2,14.6,4.4,-117.3,-64.5,-40.5,-178.7,-402.2,-501.2,-242.9,-166.7,5.6,-165.6,-484.3,-328.7
3.856,-10.1,0.2,-1.9,-28.8,-27.4,-3.8,22.8,-17.7,-71.3,-34.5,9.3,29.1,-51,-70.7,-45,-9.8,-12.7,-3.2,25,-29.3,-60.6,-90.2,-35.7,34.3,-125.1,-263.2,-113.2,185.5,162,-32.1,-77.8,-190.2,-28.8,-49.5,94.2,51.9,-181.9,-316.6,-194.7,-12.7,-69.6,-119.5,-135.9,-219.2,-83.7,-45.2,-21.8,-31.2,-171,-106.8,-34.8,-156.7,-450.3,-507.2,-422.9,-352.2,-26.3,-147.8,-535.3,-397.9
3.8562,-8.9,-6.2,-6.4,-55.1,-47.4,-17.8,18.2,-37.6,-106.7,-70.2,3.5,34.7,-70.3,-98.6,-76.4,-38.9,-39.9,-30.1,41.3,-25.4,-90,-132.6,-65.6,22.6,-158.2,-284.5,-150.3,170,78,-122.3,-83.6,-225.1,-66.5,-120.3,31.3,51.2,-200.4,-358.2,-245.4,-78,-164.8,-153.3,-157.5,-219.3,-94.7,-95.4,-144.2,-120.7,-240.3,-213.9,-92.6,-141.3,-463.9,-482.8,-548.4,-529.4,-99.8,-149.3,-585.3,-441.8
3.8564,-10.8,-9.1,-10,-81.3,-68.5,-29.4,6,-54.6,-137.1,-111.6,-0.2,37.2,-86.8,-115.1,-91.7,-57.8,-64.8,-63.5,62.2,-21.7,-116.2,-161.5,-89.7,10.3,-145.6,-244.6,-178,152.4,-20,-187.5,-75.7,-190.7,-62.7,-193.5,-53.4,46.8,-244.9,-434.6,-330.9,-128.2,-250.7,-195.9,-162.7,-187.1,-102.4,-164.7,-294,-205.6,-274.7,-314.4,-155,-93.1,-408.2,-378.6,-673.4,-675.3,-139.8,-155.3,-619.6,-493.3
3.8566,-5,-15.7,-16,-116.1,-99.3,-49.2,9.9,-55,-162.8,-144.3,-5.8,32.6,-99,-124.5,-106.8,-71.1,-84.7,-80,67.8,-20,-138.8,-198.5,-114,-1,-89.2,-151.5,-183.2,196.7,-24,-189.1,-67.3,-114.4,-8.4,-249.1,-123.7,45.1,-299.9,-479.9,-367.2,-96,-281.5,-240.9,-140.8,-83.7,-39,-205.3,-406.2,-250.4,-332.9,-435.4,-224.7,-73.9,-398.3,-331.2,-734.2,-711,-125.7,-144.1,-591.4,-499.3
3.8568,-11.5,-25.6,-23.6,-152.1,-135.5,-80.3,21.6,-50.2,-198.4,-181.9,-15.9,38.4,-108.9,-137.4,-125.2,-92.2,-107.9,-84.2,66.4,-17.5,-165.7,-242.8,-142,-15.1,-72.2,-71.9,-159.1,188.9,-82.2,-229.1,-55.2,-65.5,13,-270,-178.5,32.5,-328.2,-423.2,-296.1,-83,-348.5,-299,-123.9,19.1,24.7,-207.5,-485.2,-291,-388.2,-535.2,-256.3,-40.9,-395.8,-283.9,-744.5,-681.2,-84.7,-96.6,-527.8,-489.6
3.857,-24.1,-27.1,-21.6,-174.9,-168.4,-112.8,28.6,-57.6,-247.1,-217,-27.6,43.6,-119.9,-155.5,-139.6,-112.1,-130.8,-91.8,72,-19.9,-195.2,-273.4,-167.7,-33.2,-50.2,32.3,-120.6,142.3,-193.3,-278.2,-31.6,13.4,37.7,-291.4,-258.2,8.8,-336.9,-360.6,-237.2,-65.5,-390.1,-347,-129.9,88.7,67.2,-194.4,-562.5,-372.7,-430.9,-596,-253.8,14.9,-362.5,-195.5,-796.5,-679.7,-36.3,-18.1,-462.8,-520.8
3.8572,-24.5,-29,-17,-189.1,-191.4,-140.2,22.8,-64.1,-287.1,-260.9,-45.9,43,-129.8,-167.8,-158.6,-131.5,-152,-100.7,76.5,-25.9,-225,-290.1,-174.3,-38,-21.7,128.3,-75.3,171,-207.7,-277.1,-16.5,142,133.1,-286.9,-303.6,-8.6,-340.2,-302.8,-192.7,-5.4,-382.4,-377.2,-139.1,159.7,137.5,-171.2,-586.8,-416.4,-480.5,-655.1,-255.2,62.9,-357.2,-128.1,-871.4,-698.3,-1,55.6,-424.3,-568.1
3.8574,-32.8,-28.3,-21.1,-208.6,-215.8,-170.6,15.2,-72.2,-322.7,-311.6,-66.4,49.3,-137.5,-175.5,-172.8,-152.2,-180.4,-116.1,81.3,-27.5,-250.4,-309.6,-172,-29,-5.7,185.3,-60.5,157.1,-254.2,-287.1,-12.9,195.4,164.3,-294.2,-341.5,-22.1,-338.1,-235.9,-143.4,-6.2,-419.7,-391.9,-119.6,228.5,165.1,-166.5,-611.5,-425,-507,-686.5,-222.9,126.2,-322.9,-31.4,-907.8,-688.4,35.7,108.2,-412.3,-605.5
3.8576,-37.8,-22.5,-23.4,-238,-241.4,-191.9,8.6,-90.9,-364.5,-360.7,-83.2,50.9,-143.5,-200.1,-195.5,-171.1,-202.9,-127.3,93.2,-30.6,-276.8,-337.4,-177,-19.3,13.4,226.1,-81.9,109.4,-328,-303.9,-8.9,213,158.4,-352,-415.6,-30.9,-337.7,-192.2,-117,-14.4,-448,-396.7,-98.4,272.6,167.5,-178.2,-675.5,-444.7,-541.5,-753.5,-234.8,167.7,-285.9,53.9,-894.6,-649.2,65.6,129.7,-409.3,-626.2
3.8578,-37.9,-21.4,-25.2,-259.8,-255.9,-201,-0.8,-107.4,-405.9,-414.2,-104.1,56.1,-146.7,-226.1,-225.2,-196.2,-224.8,-131.4,111.9,-42.5,-308.8,-367.3,-178.9,10.2,25.2,267.4,-86.7,92.3,-372.8,-311.4,0.9,290.9,210,-386.3,-476.2,-39.1,-340.8,-172.8,-112.9,-9.3,-456.5,-405.5,-103.9,286.7,172.3,-184.8,-718.8,-466.1,-580,-838.7,-286.1,174.9,-281.5,83.8,-870.9,-614.3,77.9,125.8,-405.4,-632.4
3.858,-38.8,-16.4,-27.3,-280.4,-268,-206.3,0.9,-133.4,-463.6,-453.2,-117.7,66.7,-137.3,-233.7,-243.2,-218,-247.2,-133.6,131.1,-61.1,-349.2,-396.3,-188.6,35.8,36.1,329,-76,64.1,-452.1,-341.7,10.4,358.7,243.6,-410.5,-540.2,-56,-363,-184.9,-126.4,-20.4,-476.6,-407.1,-101.5,329.7,181.2,-196.8,-782.3,-518,-596.7,-877.5,-291.5,196.9,-258.3,130.1,-881.3,-615.2,88.7,131,-402.4,-648.3
3.8582,-36.4,-11.2,-30.7,-307.3,-285.4,-208.1,4.8,-169.4,-524.8,-478.5,-123.4,65.6,-125.4,-244.7,-258.4,-232.7,-256.8,-123.4,148.5,-73.8,-390.2,-439.1,-209.7,34,46.7,384.8,-64.1,38,-525.7,-369,23.2,415.7,266.7,-435,-599,-70.8,-397.3,-187,-107.7,-27.6,-509.8,-433.2,-104.7,368.2,200.8,-194.3,-841.3,-580.9,-586.6,-875.9,-275.3,216.2,-234.8,178.6,-960.9,-703.5,67.3,155.4,-402.4,-680.7
3.8584,-35.9,-11.3,-34.4,-320.9,-292.5,-209.2,-2.9,-215.4,-577.9,-505.1,-136.3,58.5,-126.2,-257.6,-271.2,-247.4,-274.1,-115.5,163.7,-71.1,-412,-490.6,-223.3,45.8,55.1,434.3,-47.8,23.1,-580.3,-384.2,33.1,490.2,315.1,-437.5,-638.4,-82.5,-432.1,-198.5,-96.3,-41.5,-545.9,-469,-117.3,382,208.2,-192.2,-870.8,-621.9,-585.6,-877.9,-265.5,221.7,-233.2,190.4,-1019.5,-769.8,55.3,187.1,-362.1,-683.4
3.8586,-32.2,-11.3,-34.2,-329.9,-285.8,-207.5,-16.3,-244.4,-611.7,-554.9,-164.6,50.5,-126.7,-262.7,-284.9,-262.4,-305.2,-120.8,181.7,-77.4,-445.5,-530.9,-231,61.6,62.9,489.3,-33.8,28.5,-617.4,-402.3,33.6,542.7,355.1,-458.1,-697,-99.6,-468.6,-237.5,-113.5,-21,-531.1,-471.9,-107.7,421.7,228.9,-197.4,-913.8,-651.5,-627.9,-909,-250.8,225.4,-285.9,150,-1024.8,-769.2,77.6,230.3,-284.7,-655.5
3.8588,-28.6,-11.2,-34.2,-336.8,-282.2,-213.3,-18.1,-243.1,-621.4,-604.1,-180.1,51.2,-124.6,-273.1,-304.9,-284.3,-326.4,-129.7,195.8,-95.2,-494,-583.6,-258.9,44.6,57.2,507.5,-25,34.5,-635.9,-419.3,35.1,566.9,373.4,-482.1,-742.6,-111.9,-481.6,-226.8,-93,-1.6,-514.8,-472.6,-111.7,440,247.1,-181.3,-932.9,-669.2,-656.5,-919,-227.1,226.4,-329,123.2,-1088.8,-842.8,60.2,271.5,-260.9,-681.9
3.859,-25.5,-9.8,-32,-330.1,-278.3,-221,-13,-259.3,-646.6,-613.8,-181.8,51.9,-125.3,-285.4,-326.9,-299.5,-340.7,-137.6,189.2,-104.6,-525.2,-641.4,-299.1,18.2,40.5,509.2,-21.7,30.6,-664,-442.2,32.2,567.3,372.3,-504.4,-771.8,-119.9,-452.8,-171.1,-65.4,7,-509.1,-458.3,-119.2,453.7,255.2,-168.2,-936.8,-685.1,-681.4,-965.9,-250.3,255.2,-298,183.1,-1147.1,-892.7,55.4,278.4,-288.7,-743.3
3.8592,-22.4,-9.9,-30.9,-323,-273,-222.2,-8.9,-265.5,-658.1,-633.2,-198.2,49.1,-133.1,-282.9,-340,-304.7,-359.3,-145.6,174.8,-114.6,-551.4,-684.4,-326.9,-5.3,40.2,529.6,-27.1,54.1,-665.7,-454.4,26.7,564.9,372.8,-541.4,-812.3,-126.2,-431.2,-149.3,-73.2,30.2,-486,-431.1,-100,499,276.1,-177.1,-952.7,-685.6,-714.9,-1026.6,-284.1,270.4,-283.2,219.3,-1147.7,-871.8,74.3,275.7,-317.2,-774.9
3.8594,-24.1,-8.1,-30.1,-315.7,-265.7,-217,-2.9,-262,-660.3,-664.6,-200.6,54.8,-145.9,-288.8,-349.2,-314.8,-374.5,-158.4,158.4,-122,-574.9,-735.3,-363.1,-41,53.1,563,-23.8,87.1,-661.5,-467.1,26.3,592.6,400.7,-557.1,-842.5,-130.8,-446.6,-183.6,-105.1,35.9,-473.5,-420,-77.3,551.4,300.3,-198.1,-979.9,-677,-728.8,-1070.9,-304.7,283.6,-270.3,255.3,-1121.8,-833.1,91.2,276.5,-339.7,-789.6
3.8596,-22.3,-3.8,-27.2,-307.1,-258.3,-209.2,0.4,-271.6,-676.5,-684.3,-206.8,52.4,-151.4,-314,-368.9,-327.9,-390.2,-174.9,130.9,-140.6,-594.6,-812.9,-426.4,-74.9,63.7,599.6,-13.7,105.6,-677.3,-479.4,27.9,636.7,439,-560.4,-862,-138.4,-442.5,-197.8,-132.9,45,-463.2,-411.4,-61,587.6,314.3,-211.8,-1010.5,-689.6,-740,-1131,-335,311.2,-232.8,319.2,-1089.9,-792.7,111.7,289.7,-322.3,-788.5
3.8598,-20.7,-5.7,-26.6,-304.2,-257,-213.2,8.1,-265,-680.5,-710.7,-227.1,60.3,-160,-326,-385.6,-338.1,-407.9,-192.3,107.5,-185.3,-630.3,-893.5,-481,-86.6,71.6,623.1,-2.9,128.6,-661.4,-469.5,27.7,651.4,451.9,-561.2,-866.3,-138.4,-425.8,-166.8,-126.8,57.3,-458.2,-394.1,-40.9,630,336.7,-208.3,-1008.8,-677.7,-744.9,-1144,-329.6,327.3,-211.1,358.9,-1101.2,-827.2,86.9,307.1,-312.7,-796.7
3.86,-20.7,-5.5,-23.8,-307.5,-262.5,-219.4,12.3,-266.5,-691.8,-727.5,-218.7,79.6,-167.7,-326.7,-393.1,-344.2,-419.6,-203.2,104.9,-216.2,-674.6,-925.1,-484.3,-92.4,66.6,624.8,0.4,129.1,-655,-473.1,26.6,629.6,436.1,-561.8,-865.2,-136.2,-422.5,-142.7,-112.7,50.3,-476.9,-385.2,-25.4,664.7,349.3,-206.8,-1001.4,-649.6,-748.6,-1153.8,-328.8,346.6,-207.2,382.2,-1133.8,-865,78,307.8,-332.2,-824.1
3.8602,-17.3,-4.1,-23.3,-322.6,-274,-225.6,15.9,-276.2,-700.4,-730.2,-211.7,83.8,-166.9,-331.2,-395.6,-343.1,-422.1,-211,112.7,-224.3,-698,-943,-475.8,-92.4,55.8,607.5,-16,107.2,-684.8,-486.6,27.5,626.1,429.9,-571,-872.2,-137.5,-410.5,-136,-126.8,23.6,-502.3,-387.4,-39.1,637.5,320.8,-215,-1015.7,-663.9,-774.4,-1179.6,-335.5,319.5,-268,316.3,-1183.8,-914.5,68.5,304.4,-356.6,-851.4
